Data Generated by,Optosky
File Version:,1.2
标题,2407261441312 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 14:41:31
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,14213.0,13474.0,739.0,336.6634210442701
1,195.9722,14213.0,13474.0,739.0,335.654076131628
2,198.7144,14213.0,13474.0,739.0,334.10590167692465
3,201.4558,14213.0,13474.0,739.0,331.9753472815868
4,204.1965,14213.0,13474.0,739.0,329.1539863644117
5,206.9364,14213.0,13474.0,739.0,325.55677384894443
6,209.6757,14213.0,13474.0,739.0,321.05783378459006
7,212.4141,14213.0,13474.0,739.0,315.5412488651381
8,215.1519,14213.0,13474.0,739.0,309.080671261776
9,217.8889,14513.0,13553.0,960.0,301.8040975676618
10,220.6251,14353.0,13467.0,886.0,293.8157496916319
11,223.3606,14098.0,13407.0,691.0,285.2477853529008
12,226.0954,14122.0,13365.0,757.0,276.1742200261344
13,228.8294,13964.0,13261.0,703.0,266.6424429445601
14,231.5626,13894.0,13146.0,748.0,256.7742069058447
15,234.2951,13884.0,13203.0,681.0,246.68740387616805
16,237.0269,13793.0,13187.0,606.0,236.43883765910883
17,239.7578,13611.0,13136.0,475.0,226.08627177091688
18,242.4881,13648.0,13074.0,574.0,215.65011815772453
19,245.2175,13615.0,13031.0,584.0,205.14223916379873
20,247.9463,13546.0,12951.0,595.0,194.66847377702948
21,250.6742,13574.0,12953.0,621.0,184.3435952597717
22,253.4014,13499.0,13012.0,487.0,174.26492028965205
23,256.1278,13442.0,13021.0,421.0,164.53116640421877
24,258.8534,13471.0,13011.0,460.0,155.1575963591945
25,261.5783,13401.0,12879.0,522.0,146.12381835369922
26,264.3024,13545.0,13006.0,539.0,137.4558409395971
27,267.0258,13401.0,12946.0,455.0,129.16834012771218
28,269.7483,13233.0,12808.0,425.0,121.24508450726918
29,272.4701,13373.0,12879.0,494.0,113.68047692831797
30,275.1911,13416.0,12903.0,513.0,106.43300135271659
31,277.9114,13350.0,12773.0,577.0,99.45864085027543
32,280.6308,13370.0,12807.0,563.0,92.8125762128395
33,283.3495,13372.0,12866.0,506.0,86.57386315184868
34,286.0674,13324.0,12811.0,513.0,80.79573514335294
35,288.7845,13318.0,12801.0,517.0,75.54050167551047
36,291.5008,13391.0,12794.0,597.0,70.84030837604902
37,294.2163,13413.0,12897.0,516.0,66.7048805934894
38,296.9311,13442.0,13041.0,401.0,63.18301089494601
39,299.645,13422.0,13037.0,385.0,60.31506980166588
40,302.3582,13255.0,12854.0,401.0,58.08259106782252
41,305.0706,13317.0,12783.0,534.0,56.45740697393522
42,307.7822,13318.0,12808.0,510.0,55.389387525019444
43,310.4929,13373.0,12964.0,409.0,54.81870121856302
44,313.2029,13263.0,12800.0,463.0,54.740884309313515
45,315.9121,13255.0,12845.0,410.0,55.155835545002645
46,318.6205,13202.0,12821.0,381.0,56.05104006621066
47,321.3281,13233.0,12784.0,449.0,57.41759642390573
