Data Generated by,Optosky
File Version:,1.2
标题,2407261319344 80mw 1000ms
操作员,admin
描述,5度
扫描时间,2024/7/26 13:19:34
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,12786.0,12226.0,560.0,239.40229672671046
1,195.9722,12786.0,12226.0,560.0,236.6453115843777
2,198.7144,12786.0,12226.0,560.0,234.51242039337674
3,201.4558,12786.0,12226.0,560.0,233.78379061701784
4,204.1965,12786.0,12226.0,560.0,233.40490990927017
5,206.9364,12786.0,12226.0,560.0,232.6665819214519
6,209.6757,12786.0,12226.0,560.0,228.49499199978933
7,212.4141,12786.0,12226.0,560.0,218.04662474678435
8,215.1519,12786.0,12226.0,560.0,203.66871797185797
9,217.8889,12853.0,12445.0,408.0,188.09761076634703
10,220.6251,12674.0,12332.0,342.0,175.73859789645445
11,223.3606,12555.0,12267.0,288.0,171.08139155053308
12,226.0954,12574.0,12208.0,366.0,171.7212271373864
13,228.8294,12527.0,12003.0,524.0,174.04595583606593
14,231.5626,12500.0,12038.0,462.0,174.41011002434365
15,234.2951,12463.0,12054.0,409.0,168.86420473973564
16,237.0269,12395.0,11991.0,404.0,158.9769903524652
17,239.7578,12357.0,11964.0,393.0,147.70097363244264
18,242.4881,12333.0,11957.0,376.0,136.9191891863242
19,245.2175,12272.0,11937.0,335.0,128.78301829772923
20,247.9463,12231.0,11875.0,356.0,122.88443657151129
21,250.6742,12255.0,11891.0,364.0,117.9542013734043
22,253.4014,12292.0,11910.0,382.0,113.68215917113132
23,256.1278,12138.0,11764.0,374.0,109.66003185698975
24,258.8534,12124.0,11756.0,368.0,105.97630832295867
25,261.5783,12233.0,11855.0,378.0,102.95126879486568
26,264.3024,12317.0,11911.0,406.0,100.58692099961115
27,267.0258,12236.0,11813.0,423.0,98.846344630165
