Data Generated by,Optosky
File Version:,1.2
标题,2407261737461 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 17:37:46
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,11244.0,10717.0,527.0,236.38730282300642
1,195.9722,11244.0,10717.0,527.0,235.75003627111076
2,198.7144,11244.0,10717.0,527.0,234.71279480781163
3,201.4558,11244.0,10717.0,527.0,233.23094146250241
4,204.1965,11244.0,10717.0,527.0,231.22172466157127
5,206.9364,11244.0,10717.0,527.0,228.62865565635286
6,209.6757,11244.0,10717.0,527.0,225.3436239476665
7,212.4141,11244.0,10717.0,527.0,221.26842548079486
8,215.1519,11244.0,10717.0,527.0,216.4761897096611
9,217.8889,11339.0,10846.0,493.0,211.0814782914744
10,220.6251,11222.0,10659.0,563.0,205.19211032006007
11,223.3606,11108.0,10616.0,492.0,198.9415339465334
12,226.0954,11104.0,10643.0,461.0,192.3755544660875
13,228.8294,10964.0,10560.0,404.0,185.51191320957338
14,231.5626,10899.0,10491.0,408.0,178.445037960007
15,234.2951,10951.0,10513.0,438.0,171.26023021330863
16,237.0269,10962.0,10470.0,492.0,164.0160641782506
17,239.7578,10862.0,10359.0,503.0,156.79027127921833
18,242.4881,10800.0,10324.0,476.0,149.5816810540183
19,245.2175,10775.0,10301.0,474.0,142.38329552514853
20,247.9463,10745.0,10300.0,445.0,135.32882288438495
21,250.6742,10713.0,10319.0,394.0,128.55235833033396
22,253.4014,10813.0,10307.0,506.0,122.18675656928494
23,256.1278,10714.0,10222.0,492.0,116.36966871393918
24,258.8534,10685.0,10314.0,371.0,111.05036797162724
25,261.5783,10780.0,10340.0,440.0,106.11008087681748
26,264.3024,10884.0,10417.0,467.0,101.53165188441908
27,267.0258,10784.0,10313.0,471.0,97.27176617145776
28,269.7483,10579.0,10181.0,398.0,93.25246160685946
29,272.4701,10632.0,10285.0,347.0,89.43644661359774
30,275.1911,10738.0,10296.0,442.0,85.66962627269568
31,277.9114,10616.0,10212.0,404.0,81.80519861629607
32,280.6308,10560.0,10230.0,330.0,77.95589041327311
33,283.3495,10651.0,10258.0,393.0,74.274137751477
34,286.0674,10672.0,10202.0,470.0,70.91977954923942
35,288.7845,10565.0,10224.0,341.0,68.0854138872724
36,291.5008,10652.0,10344.0,308.0,65.74437157713506
37,294.2163,10756.0,10361.0,395.0,63.808730184263844
38,296.9311,10845.0,10457.0,388.0,62.33119598900154
39,299.645,10758.0,10383.0,375.0,61.32696349525365
40,302.3582,10576.0,10186.0,390.0,60.81736735523971
41,305.0706,10566.0,10224.0,342.0,60.88828385022953
42,307.7822,10700.0,10372.0,328.0,61.374542777305216
43,310.4929,10714.0,10420.0,294.0,62.108225235953064
44,313.2029,10509.0,10237.0,272.0,63.28557911597473
45,315.9121,10592.0,10305.0,287.0,65.07883837273545
46,318.6205,10603.0,10266.0,337.0,67.74244401181535
47,321.3281,10682.0,10304.0,378.0,71.5405622215654
48,324.0349,10729.0,10540.0,189.0,76.10926503313517
49,326.7409,10622.0,10360.0,262.0,80.91029199120537
50,329.4461,10656.0,10262.0,394.0,85.64023273722931
51,332.1504,10647.0,10343.0,304.0,89.92593976754156
52,334.854,10689.0,10330.0,359.0,93.52480567262305
53,337.5567,10620.0,10322.0,298.0,96.35425544953354
