Data Generated by,Optosky
File Version:,1.2
标题,2407261501250 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 15:01:25
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,15240.0,14322.0,918.0,412.8998928984631
1,195.9722,15240.0,14322.0,918.0,410.002324482912
2,198.7144,15240.0,14322.0,918.0,406.608172016543
3,201.4558,15240.0,14322.0,918.0,402.6977848641579
4,204.1965,15240.0,14322.0,918.0,398.1933527619296
5,206.9364,15240.0,14322.0,918.0,393.0298978304674
6,209.6757,15240.0,14322.0,918.0,387.1243143345503
7,212.4141,15240.0,14322.0,918.0,380.39820257558824
8,215.1519,15240.0,14322.0,918.0,372.90478767601735
9,217.8889,15380.0,14552.0,828.0,364.7403061155336
10,220.6251,15243.0,14416.0,827.0,355.9665146942142
11,223.3606,15208.0,14256.0,952.0,346.66474596229426
12,226.0954,15098.0,14236.0,862.0,336.9053437558399
13,228.8294,14926.0,14097.0,829.0,326.7394294043812
14,231.5626,14792.0,13948.0,844.0,316.27471060177123
15,234.2951,14723.0,13996.0,727.0,305.61802548266616
16,237.0269,14698.0,14032.0,666.0,294.787761030498
17,239.7578,14625.0,13938.0,687.0,283.789384346802
18,242.4881,14675.0,13818.0,857.0,272.6245452623036
19,245.2175,14544.0,13790.0,754.0,261.2843959196336
20,247.9463,14461.0,13750.0,711.0,249.82844897811756
21,250.6742,14487.0,13806.0,681.0,238.33503216745652
22,253.4014,14502.0,13789.0,713.0,226.8437551076176
23,256.1278,14353.0,13681.0,672.0,215.4012062795361
24,258.8534,14380.0,13727.0,653.0,204.05024600545946
25,261.5783,14336.0,13725.0,611.0,192.81743685549384
26,264.3024,14361.0,13843.0,518.0,181.77852335538458
27,267.0258,14295.0,13658.0,637.0,171.00929387862456
28,269.7483,14190.0,13526.0,664.0,160.50877714755669
29,272.4701,14230.0,13571.0,659.0,150.2764346126548
30,275.1911,14332.0,13672.0,660.0,140.30234035125906
31,277.9114,14186.0,13655.0,531.0,130.5710497633376
32,280.6308,14105.0,13695.0,410.0,121.17722342257846
33,283.3495,14215.0,13709.0,506.0,112.25005504181325
34,286.0674,14209.0,13711.0,498.0,103.86000289860675
35,288.7845,14174.0,13694.0,480.0,96.08698092349181
36,291.5008,14263.0,13623.0,640.0,89.01553280396031
37,294.2163,14334.0,13763.0,571.0,82.70048181589101
38,296.9311,14451.0,14002.0,449.0,77.25283825598298
39,299.645,14386.0,13869.0,517.0,72.77124010506957
40,302.3582,14219.0,13625.0,594.0,69.21401529361023
41,305.0706,14189.0,13593.0,596.0,66.50983613345923
42,307.7822,14255.0,13671.0,584.0,64.57075108662997
43,310.4929,14367.0,13831.0,536.0,63.2862463677677
44,313.2029,14229.0,13668.0,561.0,62.64412474105109
45,315.9121,14071.0,13616.0,455.0,62.65209094394776
46,318.6205,14012.0,13650.0,362.0,63.26145556540769
47,321.3281,14185.0,13743.0,442.0,64.42704132266896
48,324.0349,14391.0,13829.0,562.0,66.07723421431426
49,326.7409,14264.0,13694.0,570.0,68.11862157185568
50,329.4461,14225.0,13624.0,601.0,70.51619621953476
51,332.1504,14200.0,13555.0,645.0,73.22496731742228
52,334.854,14236.0,13677.0,559.0,76.15254058097209
53,337.5567,14123.0,13670.0,453.0,79.16785184764491
54,340.2587,14132.0,13559.0,573.0,82.09579034765986
55,342.9598,14232.0,13598.0,634.0,84.88304573295581
56,345.6601,14156.0,13659.0,497.0,87.32833381482762
57,348.3596,14064.0,13698.0,366.0,89.35118113227823
58,351.0583,13963.0,13477.0,486.0,91.53168685780975
59,353.7562,14064.0,13551.0,513.0,94.00740923893356
60,356.4532,14570.0,14027.0,543.0,97.45353184635097
61,359.1495,14578.0,14009.0,569.0,102.4393567328464
62,361.8449,13946.0,13501.0,445.0,106.11896833704249
63,364.5395,13929.0,13476.0,453.0,108.6526232115933
64,367.2332,14018.0,13473.0,545.0,110.17404202338882
65,369.9262,13863.0,13357.0,506.0,102.74074361647564
66,372.6183,13663.0,13310.0,353.0,99.13140540885604
67,375.3095,13799.0,13312.0,487.0,125.4954971916153
68,378.0,14016.0,13302.0,714.0,155.23463581060236
69,380.6896,13887.0,13284.0,603.0,145.22382376655077
70,383.3784,13655.0,13178.0,477.0,121.96724745048449
71,386.0664,13747.0,13247.0,500.0,126.6488695512945
72,388.7535,13695.0,13220.0,475.0,144.26359193049723
73,391.4398,13432.0,13125.0,307.0,151.71779634366715
74,394.1252,13495.0,13020.0,475.0,154.32627850742827
75,396.8098,13521.0,12989.0,532.0,159.42974957594126
76,399.4936,13507.0,12975.0,532.0,165.21377820968095
77,402.1765,13583.0,13048.0,535.0,170.08545815185082
78,404.8586,13596.0,13122.0,474.0,175.65916464374124
79,407.5399,13471.0,12954.0,517.0,183.24795973918714
80,410.2203,13452.0,12844.0,608.0,192.25428989515106
81,412.8998,13483.0,12847.0,636.0,202.04190472464424
82,415.5785,13437.0,12878.0,559.0,210.84875108154677
83,418.2564,13330.0,12767.0,563.0,216.84803912509824
84,420.9334,13105.0,12545.0,560.0,220.6824393865222
85,423.6096,13196.0,12464.0,732.0,223.67071461998725
86,426.2849,13263.0,12523.0,740.0,227.6719735856841
87,428.9593,13018.0,12363.0,655.0,232.8988494547113
88,431.6329,12897.0,12249.0,648.0,239.3381430125254
89,434.3057,12918.0,12226.0,692.0,248.57249753317402
90,436.9775,13104.0,12284.0,820.0,252.43172892401563
91,439.6486,13051.0,12285.0,766.0,241.33526431097994
92,442.3187,12571.0,11937.0,634.0,220.74369587382722
93,444.9881,12368.0,11846.0,522.0,198.37607325952763
94,447.6565,12171.0,11731.0,440.0,179.64932545156088
95,450.3241,12020.0,11508.0,512.0,170.1630274527733
96,452.9908,12087.0,11592.0,495.0,167.93841177313715
97,455.6567,12237.0,11702.0,535.0,168.87917163313807
98,458.3217,12224.0,11705.0,519.0,170.03144953925718
99,460.9858,12087.0,11555.0,532.0,167.96630027954865
100,463.6491,12018.0,11476.0,542.0,163.44727399501224
101,466.3114,11899.0,11286.0,613.0,158.56460882239205
102,468.973,11752.0,11147.0,605.0,153.8353517669968
103,471.6336,11648.0,11114.0,534.0,149.92176767320964
