Data Generated by,Optosky
File Version:,1.2
标题,2407261618375 80mw 1000ms
操作员,admin
描述,65度
扫描时间,2024/7/26 16:18:37
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,13562.0,12848.0,714.0,300.28218560950233
1,195.9722,13562.0,12848.0,714.0,298.9585640842067
2,198.7144,13562.0,12848.0,714.0,297.0982140977049
3,201.4558,13562.0,12848.0,714.0,294.60602281877675
4,204.1965,13562.0,12848.0,714.0,291.0500811497504
5,206.9364,13562.0,12848.0,714.0,286.0759340237906
6,209.6757,13562.0,12848.0,714.0,281.4631962022402
7,212.4141,13562.0,12848.0,714.0,277.1065344694343
8,215.1519,13562.0,12848.0,714.0,272.96023635809064
9,217.8889,13749.0,12963.0,786.0,274.0755525701765
10,220.6251,13610.0,12846.0,764.0,272.4792207298109
11,223.3606,13393.0,12795.0,598.0,251.75033625306745
12,226.0954,13308.0,12752.0,556.0,228.66395242580057
13,228.8294,13359.0,12680.0,679.0,230.44789710672157
14,231.5626,13314.0,12589.0,725.0,240.30407069539655
15,234.2951,13269.0,12595.0,674.0,232.12454858384575
16,237.0269,13146.0,12591.0,555.0,215.5702052057123
17,239.7578,13020.0,12450.0,570.0,205.490831904895
18,242.4881,12969.0,12340.0,629.0,198.5429092938343
19,245.2175,12949.0,12404.0,545.0,190.15865992517902
20,247.9463,12922.0,12407.0,515.0,181.61140638556085
21,250.6742,12929.0,12371.0,558.0,173.94708916895104
22,253.4014,12950.0,12373.0,577.0,166.5983448563455
23,256.1278,12896.0,12274.0,622.0,159.06117004519015
24,258.8534,12892.0,12294.0,598.0,151.45974110750825
25,261.5783,12885.0,12403.0,482.0,143.96001632586749
26,264.3024,12932.0,12447.0,485.0,136.68808506030737
27,267.0258,12833.0,12362.0,471.0,129.80473496577676
28,269.7483,12656.0,12249.0,407.0,123.23550622927614
