Data Generated by,Optosky
File Version:,1.2
标题,2407261545123 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 15:45:12
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,13962.0,13271.0,691.0,336.4392611772782
1,195.9722,13962.0,13271.0,691.0,334.72758339995096
2,198.7144,13962.0,13271.0,691.0,332.1986912510298
3,201.4558,13962.0,13271.0,691.0,328.51998053550767
4,204.1965,13962.0,13271.0,691.0,323.9674209549497
5,206.9364,13962.0,13271.0,691.0,318.7193225208316
6,209.6757,13962.0,13271.0,691.0,313.76786009026836
7,212.4141,13962.0,13271.0,691.0,310.03165049860684
8,215.1519,13962.0,13271.0,691.0,306.74184222497183
9,217.8889,14223.0,13327.0,896.0,303.0450965795916
10,220.6251,14009.0,13173.0,836.0,297.4517426381011
11,223.3606,13843.0,13194.0,649.0,288.47351729611984
12,226.0954,13860.0,13218.0,642.0,277.0698277162437
13,228.8294,13729.0,13071.0,658.0,264.6086057006802
14,231.5626,13659.0,12947.0,712.0,252.56630674741697
15,234.2951,13664.0,13062.0,602.0,242.52225959004383
16,237.0269,13489.0,13051.0,438.0,233.96163408002678
17,239.7578,13342.0,12933.0,409.0,225.87252890373685
18,242.4881,13344.0,12863.0,481.0,217.5630475179406
19,245.2175,13317.0,12807.0,510.0,208.23120153000747
20,247.9463,13290.0,12677.0,613.0,198.1772220422994
21,250.6742,13290.0,12793.0,497.0,188.02442601253318
22,253.4014,13293.0,12828.0,465.0,178.01883425841172
23,256.1278,13198.0,12749.0,449.0,168.4581509937244
24,258.8534,13248.0,12719.0,529.0,159.2703547466887
25,261.5783,13177.0,12680.0,497.0,150.2327973618235
26,264.3024,13295.0,12792.0,503.0,141.4045320260517
27,267.0258,13322.0,12788.0,534.0,132.80496093476654
28,269.7483,13069.0,12584.0,485.0,124.45789140121944
29,272.4701,13068.0,12665.0,403.0,116.42805552585895
30,275.1911,13154.0,12742.0,412.0,108.461093537272
31,277.9114,13119.0,12664.0,455.0,100.5020052558518
32,280.6308,13127.0,12686.0,441.0,92.67727814355024
33,283.3495,13110.0,12650.0,460.0,84.60448778821683
34,286.0674,12984.0,12634.0,350.0,77.2577788992578
35,288.7845,13047.0,12661.0,386.0,72.53855234285133
36,291.5008,13159.0,12630.0,529.0,68.70725281700413
37,294.2163,13191.0,12635.0,556.0,62.85520018359816
38,296.9311,13323.0,12959.0,364.0,56.89936677716951
39,299.645,13246.0,12913.0,333.0,53.72824866963837
40,302.3582,13087.0,12594.0,493.0,52.27613980542611
41,305.0706,13059.0,12699.0,360.0,50.92577407321072
42,307.7822,13123.0,12787.0,336.0,49.88719541311574
43,310.4929,13245.0,12865.0,380.0,49.47969873633258
44,313.2029,13115.0,12640.0,475.0,49.65380188977981
45,315.9121,13023.0,12543.0,480.0,50.397331166441404
46,318.6205,12977.0,12633.0,344.0,51.83906843850049
47,321.3281,13023.0,12751.0,272.0,54.111934288229655
48,324.0349,13166.0,12826.0,340.0,57.00070791645781
49,326.7409,13113.0,12736.0,377.0,60.17385352701589
50,329.4461,13043.0,12719.0,324.0,63.48902085067028
51,332.1504,12948.0,12638.0,310.0,66.77806051387024
52,334.854,12979.0,12725.0,254.0,69.7926824248978
53,337.5567,13045.0,12751.0,294.0,72.34829257929499
54,340.2587,13040.0,12616.0,424.0,74.15234538688664
55,342.9598,13075.0,12627.0,448.0,74.94196681890278
56,345.6601,13020.0,12653.0,367.0,74.83046981321866
57,348.3596,13007.0,12620.0,387.0,74.05611423864126
58,351.0583,12930.0,12511.0,419.0,72.84634781357477
59,353.7562,13056.0,12694.0,362.0,71.46515776035105
60,356.4532,13511.0,13029.0,482.0,70.12746678099049
61,359.1495,13482.0,12972.0,510.0,69.04347681259911
62,361.8449,12975.0,12630.0,345.0,68.35788757886736
63,364.5395,12935.0,12643.0,292.0,68.23449535396588
64,367.2332,12946.0,12629.0,317.0,68.92741942227066
65,369.9262,12777.0,12436.0,341.0,70.59481480991303
66,372.6183,12699.0,12372.0,327.0,73.59308573287478
67,375.3095,12771.0,12387.0,384.0,78.30365742901262
68,378.0,12879.0,12447.0,432.0,84.4365654434013
69,380.6896,12807.0,12484.0,323.0,91.59601182119977
70,383.3784,12598.0,12310.0,288.0,99.69880833934342
71,386.0664,12651.0,12274.0,377.0,108.52874928294429
72,388.7535,12695.0,12287.0,408.0,118.2546732953216
73,391.4398,12469.0,12039.0,430.0,129.4283865728059
74,394.1252,12397.0,11966.0,431.0,141.54170510996858
75,396.8098,12429.0,12051.0,378.0,154.08169099856283
76,399.4936,12447.0,12041.0,406.0,168.08346631714096
77,402.1765,12479.0,12065.0,414.0,184.48039076507877
78,404.8586,12534.0,12097.0,437.0,204.31588380805607
79,407.5399,12412.0,11983.0,429.0,228.70155490649032
80,410.2203,12478.0,11955.0,523.0,256.21393665116506
81,412.8998,12583.0,11956.0,627.0,284.4622714922915
82,415.5785,12567.0,11906.0,661.0,312.5394357322749
83,418.2564,12447.0,11896.0,551.0,339.2727442843267
84,420.9334,12204.0,11635.0,569.0,362.6435747297676
85,423.6096,12455.0,11717.0,738.0,381.1534230390182
86,426.2849,12463.0,11694.0,769.0,392.2493078116566
87,428.9593,12233.0,11389.0,844.0,393.4801140193886
88,431.6329,12155.0,11396.0,759.0,385.98756878587693
89,434.3057,12118.0,11413.0,705.0,371.9420241982776
90,436.9775,12205.0,11464.0,741.0,352.81269418700884
91,439.6486,12099.0,11451.0,648.0,330.5304076699622
92,442.3187,11742.0,11106.0,636.0,306.26693818104576
93,444.9881,11579.0,10966.0,613.0,280.6233776165922
94,447.6565,11339.0,10856.0,483.0,255.4712639488672
95,450.3241,11192.0,10790.0,402.0,232.6007018167062
96,452.9908,11221.0,10851.0,370.0,212.02623578829485
97,455.6567,11297.0,10947.0,350.0,193.4208137982053
98,458.3217,11357.0,10969.0,388.0,176.33327475423394
99,460.9858,11257.0,10792.0,465.0,160.07605099553908
100,463.6491,11152.0,10673.0,479.0,144.96107050690873
101,466.3114,11032.0,10529.0,503.0,131.55701940876787
102,468.973,10846.0,10485.0,361.0,119.94319867039118
103,471.6336,10778.0,10434.0,344.0,110.1914653796658
104,474.2934,10828.0,10410.0,418.0,102.29478813588433
105,476.9523,10774.0,10408.0,366.0,96.15378864258155
106,479.6103,10832.0,10480.0,352.0,91.74085922924995
107,482.2675,10835.0,10460.0,375.0,89.0106944531088
108,484.9237,10691.0,10437.0,254.0,87.87372570619036
109,487.5791,10466.0,10301.0,165.0,88.19940443009644
110,490.2336,10515.0,10238.0,277.0,89.82429263165926
111,492.8873,10430.0,10144.0,286.0,92.58357347299871
112,495.54,10427.0,10150.0,277.0,96.18621805428906
113,498.1919,10703.0,10360.0,343.0,100.26809196509573
114,500.8429,10687.0,10348.0,339.0,104.66564824205636
115,503.493,10549.0,10197.0,352.0,109.18852285331565
116,506.1422,10683.0,10348.0,335.0,113.4462229223668
117,508.7905,10665.0,10399.0,266.0,117.12614458350926
118,511.438,10561.0,10222.0,339.0,119.713171850446
