Data Generated by,Optosky
File Version:,1.2
标题,2407261546581 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 15:46:58
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,13738.0,12914.0,824.0,378.0633300224509
1,195.9722,13738.0,12914.0,824.0,374.30260636692947
2,198.7144,13738.0,12914.0,824.0,370.0778661395016
3,201.4558,13738.0,12914.0,824.0,365.3702091611726
4,204.1965,13738.0,12914.0,824.0,360.10292937605567
5,206.9364,13738.0,12914.0,824.0,354.21421788457417
6,209.6757,13738.0,12914.0,824.0,347.61797332987334
7,212.4141,13738.0,12914.0,824.0,340.2334085573288
8,215.1519,13738.0,12914.0,824.0,332.121939415143
9,217.8889,13849.0,13124.0,725.0,323.38837060420195
10,220.6251,13746.0,13020.0,726.0,314.10615377591296
11,223.3606,13532.0,12905.0,627.0,304.3698226682533
12,226.0954,13482.0,12842.0,640.0,294.24742417974596
13,228.8294,13445.0,12709.0,736.0,283.78464822580435
14,231.5626,13302.0,12584.0,718.0,273.091439098543
15,234.2951,13237.0,12690.0,547.0,262.2743944529677
16,237.0269,13206.0,12670.0,536.0,251.35749752942968
17,239.7578,13131.0,12541.0,590.0,240.35820425654126
18,242.4881,13110.0,12516.0,594.0,229.27128166218526
19,245.2175,13101.0,12448.0,653.0,218.08088059902585
20,247.9463,13006.0,12351.0,655.0,206.86588062811126
21,250.6742,13067.0,12413.0,654.0,195.7216556129209
22,253.4014,13043.0,12544.0,499.0,184.7084364324857
23,256.1278,12959.0,12362.0,597.0,173.89466531344186
24,258.8534,12946.0,12356.0,590.0,163.2986123039397
25,261.5783,12939.0,12367.0,572.0,152.90653033845769
26,264.3024,13067.0,12504.0,563.0,142.77894864055793
27,267.0258,12919.0,12492.0,427.0,132.9698382345418
28,269.7483,12719.0,12345.0,374.0,123.45037735442062
29,272.4701,12829.0,12374.0,455.0,114.20387354884102
30,275.1911,12861.0,12377.0,484.0,105.1716821801487
31,277.9114,12807.0,12272.0,535.0,96.29266089841626
32,280.6308,12821.0,12334.0,487.0,87.68499606548454
33,283.3495,12789.0,12320.0,469.0,79.51029809799502
34,286.0674,12804.0,12273.0,531.0,71.87900684071798
35,288.7845,12844.0,12346.0,498.0,64.92057287809877
36,291.5008,12749.0,12394.0,355.0,58.69988046618833
37,294.2163,12844.0,12375.0,469.0,53.235587262900545
38,296.9311,13140.0,12496.0,644.0,48.64371467723897
39,299.645,13030.0,12546.0,484.0,45.01648500651272
40,302.3582,12792.0,12361.0,431.0,42.31946516617311
