Data Generated by,Optosky
File Version:,1.2
标题,2407261553117 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 15:53:11
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,9330.0,8749.0,581.0,256.960790414585
1,195.9722,9330.0,8749.0,581.0,255.5079949998159
2,198.7144,9330.0,8749.0,581.0,253.6628079433752
3,201.4558,9330.0,8749.0,581.0,251.40931974162504
4,204.1965,9330.0,8749.0,581.0,248.67908504351854
5,206.9364,9330.0,8749.0,581.0,245.41447248033873
6,209.6757,9330.0,8749.0,581.0,241.542657773009
7,212.4141,9330.0,8749.0,581.0,236.99458296323215
8,215.1519,9330.0,8749.0,581.0,231.81687356460017
9,217.8889,9427.0,8838.0,589.0,226.09418517761392
10,220.6251,9276.0,8702.0,574.0,219.8790672987749
11,223.3606,9213.0,8639.0,574.0,213.24122715090624
12,226.0954,9240.0,8649.0,591.0,206.24256040697313
13,228.8294,9093.0,8600.0,493.0,198.9276209678384
14,231.5626,9005.0,8543.0,462.0,191.39193440209613
15,234.2951,9102.0,8569.0,533.0,183.73003173335752
16,237.0269,9062.0,8569.0,493.0,175.9539642806351
17,239.7578,8972.0,8480.0,492.0,168.0635991636422
18,242.4881,9016.0,8534.0,482.0,160.05536690393177
19,245.2175,8964.0,8511.0,453.0,151.91590879193296
20,247.9463,8887.0,8430.0,457.0,143.69598678392546
21,250.6742,8893.0,8490.0,403.0,135.46398313185222
22,253.4014,8886.0,8542.0,344.0,127.2518407267561
23,256.1278,8834.0,8477.0,357.0,119.0985774826085
24,258.8534,8840.0,8409.0,431.0,111.03936802924892
25,261.5783,8865.0,8439.0,426.0,103.09394637444251
26,264.3024,8956.0,8563.0,393.0,95.33103243656916
27,267.0258,8901.0,8445.0,456.0,87.81925397088517
28,269.7483,8785.0,8286.0,499.0,80.55330199557149
29,272.4701,8832.0,8392.0,440.0,73.52949222827905
30,275.1911,8780.0,8463.0,317.0,66.73161253268847
31,277.9114,8670.0,8371.0,299.0,60.139076528980624
32,280.6308,8734.0,8366.0,368.0,53.843719936733706
33,283.3495,8820.0,8421.0,399.0,47.970412248190584
34,286.0674,8872.0,8428.0,444.0,42.59198733236832
35,288.7845,8814.0,8373.0,441.0,37.79127244023406
36,291.5008,8775.0,8419.0,356.0,33.642218444909254
37,294.2163,8833.0,8539.0,294.0,30.188918200652353
38,296.9311,8980.0,8670.0,310.0,27.532801053266205
39,299.645,8858.0,8548.0,310.0,25.760814662856237
40,302.3582,8717.0,8328.0,389.0,24.837696205898627
