Data Generated by,Optosky
File Version:,1.2
标题,2407261539402 80mw 1000ms
操作员,admin
描述,50度
扫描时间,2024/7/26 15:39:40
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,14207.0,13503.0,704.0,250.9853000434037
1,195.9722,14207.0,13503.0,704.0,252.0615146437126
2,198.7144,14207.0,13503.0,704.0,252.71421952031432
3,201.4558,14207.0,13503.0,704.0,252.90945754132053
4,204.1965,14207.0,13503.0,704.0,252.5674565918174
5,206.9364,14207.0,13503.0,704.0,251.62598930540065
6,209.6757,14207.0,13503.0,704.0,249.9932712773549
7,212.4141,14207.0,13503.0,704.0,247.58362139700165
8,215.1519,14207.0,13503.0,704.0,244.4498401972495
9,217.8889,14282.0,13598.0,684.0,240.68521490420065
10,220.6251,14204.0,13396.0,808.0,236.3585523977144
11,223.3606,14139.0,13226.0,913.0,231.55942140179823
12,226.0954,14138.0,13263.0,875.0,226.3429627749151
13,228.8294,13953.0,13209.0,744.0,220.74283012803267
14,231.5626,13829.0,13121.0,708.0,214.85415104304613
15,234.2951,13844.0,13094.0,750.0,208.7685617339872
16,237.0269,13833.0,13051.0,782.0,202.51022046666824
17,239.7578,13675.0,12957.0,718.0,196.1008928923042
18,242.4881,13598.0,12956.0,642.0,189.53495256676422
19,245.2175,13552.0,12922.0,630.0,182.79801455023824
20,247.9463,13582.0,12849.0,733.0,175.96680273236902
21,250.6742,13562.0,12823.0,739.0,169.13114426164682
22,253.4014,13567.0,12924.0,643.0,162.35400422164318
23,256.1278,13447.0,12842.0,605.0,155.70524122800296
24,258.8534,13410.0,12717.0,693.0,149.19294228301376
25,261.5783,13455.0,12750.0,705.0,142.79255357420993
26,264.3024,13481.0,12879.0,602.0,136.5477955995175
27,267.0258,13383.0,12806.0,577.0,130.4943310961187
28,269.7483,13299.0,12721.0,578.0,124.60207944761183
29,272.4701,13411.0,12792.0,619.0,118.85499962979668
30,275.1911,13481.0,12757.0,724.0,113.19182572699034
31,277.9114,13314.0,12597.0,717.0,107.55042616794425
32,280.6308,13271.0,12617.0,654.0,102.03330457421447
33,283.3495,13275.0,12794.0,481.0,96.78041737495995
34,286.0674,13259.0,12766.0,493.0,91.89471839803842
35,288.7845,13338.0,12758.0,580.0,87.49696026784554
36,291.5008,13301.0,12780.0,521.0,83.63498014548807
37,294.2163,13341.0,12878.0,463.0,80.31565277432028
38,296.9311,13575.0,13021.0,554.0,77.63210704730888
39,299.645,13605.0,12987.0,618.0,75.65540153457044
40,302.3582,13321.0,12717.0,604.0,74.36602316454201
41,305.0706,13242.0,12762.0,480.0,73.7467565161507
42,307.7822,13414.0,12871.0,543.0,73.67817116355963
43,310.4929,13527.0,12948.0,579.0,74.0259082440808
44,313.2029,13248.0,12817.0,431.0,74.84730145661703
45,315.9121,13206.0,12784.0,422.0,76.20134786503834
46,318.6205,13239.0,12801.0,438.0,78.14983236073397
47,321.3281,13311.0,12813.0,498.0,80.76054415393766
48,324.0349,13449.0,12874.0,575.0,83.8463324030759
49,326.7409,13338.0,12792.0,546.0,87.14249048959482
50,329.4461,13331.0,12880.0,451.0,90.5053361594897
51,332.1504,13257.0,12808.0,449.0,93.76282833377508
52,334.854,13229.0,12664.0,565.0,96.76624532604593
53,337.5567,13286.0,12723.0,563.0,99.43650217313719
54,340.2587,13235.0,12762.0,473.0,101.53292786706338
55,342.9598,13345.0,12792.0,553.0,102.85244450250106
56,345.6601,13390.0,12788.0,602.0,103.49008117821228
57,348.3596,13226.0,12788.0,438.0,103.57636444095151
58,351.0583,13145.0,12693.0,452.0,103.37907052327083
59,353.7562,13357.0,12755.0,602.0,103.20877955402605
60,356.4532,13662.0,13168.0,494.0,103.0036438765897
61,359.1495,13607.0,13052.0,555.0,102.6690792139918
62,361.8449,13111.0,12568.0,543.0,102.17763669044207
63,364.5395,13150.0,12548.0,602.0,101.48006596897989
64,367.2332,13260.0,12599.0,661.0,100.87999960545154
65,369.9262,13029.0,12526.0,503.0,100.81390427759543
66,372.6183,12905.0,12472.0,433.0,101.45136544922065
67,375.3095,13023.0,12484.0,539.0,102.99484659238428
68,378.0,13035.0,12546.0,489.0,105.7543065015277
69,380.6896,12984.0,12475.0,509.0,109.93190476286468
70,383.3784,12872.0,12345.0,527.0,115.96601773161767
71,386.0664,12986.0,12410.0,576.0,124.23940497891516
72,388.7535,12879.0,12354.0,525.0,134.4889205035665
73,391.4398,12639.0,12169.0,470.0,146.3218801378009
74,394.1252,12652.0,12131.0,521.0,159.24184180858725
75,396.8098,12682.0,12068.0,614.0,172.6598649620622
76,399.4936,12737.0,12117.0,620.0,186.49693365328167
77,402.1765,12795.0,12159.0,636.0,200.75928219072858
78,404.8586,12755.0,12152.0,603.0,215.24680928442154
79,407.5399,12590.0,12057.0,533.0,229.79444151299208
80,410.2203,12587.0,12006.0,581.0,243.96591689665095
81,412.8998,12612.0,12016.0,596.0,257.17619890714593
82,415.5785,12591.0,11939.0,652.0,269.2155385662905
83,418.2564,12617.0,11822.0,795.0,279.85754355824594
84,420.9334,12377.0,11592.0,785.0,288.560562445633
85,423.6096,12431.0,11763.0,668.0,294.88593150731947
86,426.2849,12408.0,11764.0,644.0,298.1791207459513
87,428.9593,12325.0,11493.0,832.0,297.84236953635724
88,431.6329,12288.0,11459.0,829.0,294.171015320178
89,434.3057,12292.0,11472.0,820.0,287.68813987370885
90,436.9775,12361.0,11619.0,742.0,278.90506000396687
91,439.6486,12262.0,11560.0,702.0,268.4611242064954
92,442.3187,11892.0,11194.0,698.0,256.54608761682994
93,444.9881,11790.0,11079.0,711.0,243.23063055352668
94,447.6565,11508.0,10914.0,594.0,228.9015061567128
95,450.3241,11416.0,10775.0,641.0,213.91504279929316
96,452.9908,11397.0,10818.0,579.0,198.63238821807303
97,455.6567,11478.0,10909.0,569.0,183.50474956034563
98,458.3217,11577.0,10995.0,582.0,168.66121676746528
99,460.9858,11404.0,10855.0,549.0,154.2204582778305
100,463.6491,11226.0,10691.0,535.0,140.72512820025324
101,466.3114,11084.0,10651.0,433.0,128.67554148811755
102,468.973,10943.0,10550.0,393.0,118.6724072444869
103,471.6336,10948.0,10475.0,473.0,111.28179882175006
104,474.2934,10942.0,10521.0,421.0,106.30680876955327
105,476.9523,10969.0,10435.0,534.0,103.32926123245278
106,479.6103,10926.0,10507.0,419.0,102.02661357234611
107,482.2675,10883.0,10547.0,336.0,101.9699238850137
108,484.9237,10870.0,10417.0,453.0,102.98487756714597
109,487.5791,10715.0,10242.0,473.0,104.99867291334377
110,490.2336,10704.0,10203.0,501.0,107.65910617030792
111,492.8873,10583.0,10195.0,388.0,110.63256774294882
112,495.54,10527.0,10213.0,314.0,113.75570396450124
113,498.1919,10821.0,10376.0,445.0,116.84568244904884
114,500.8429,10903.0,10381.0,522.0,119.90356203749599
115,503.493,10756.0,10323.0,433.0,122.95492220210845
116,506.1422,10813.0,10461.0,352.0,125.67814728934812
117,508.7905,10859.0,10414.0,445.0,127.74558361023936
118,511.438,10720.0,10290.0,430.0,128.82466456480083
119,514.0845,10617.0,10224.0,393.0,128.59640278603334
120,516.7302,10630.0,10175.0,455.0,127.18294824546304
121,519.375,10738.0,10250.0,488.0,124.84649660672316
122,522.0188,10931.0,10457.0,474.0,121.75590832374307
123,524.6618,10934.0,10631.0,303.0,118.13946990693579
124,527.3039,11064.0,10682.0,382.0,114.12848232449137
125,529.9451,11093.0,10611.0,482.0,109.79519466031576
126,532.5854,11121.0,10645.0,476.0,105.37843906928877
127,535.2248,10977.0,10606.0,371.0,101.10704366363908
128,537.8633,10985.0,10603.0,382.0,97.044749990386
129,540.5009,11138.0,10685.0,453.0,93.24628977256289
130,543.1377,11216.0,10781.0,435.0,89.6824611905938
131,545.7735,11242.0,10802.0,440.0,86.30247838073426
132,548.4084,11388.0,10995.0,393.0,83.26565085965106
133,551.0424,11674.0,11249.0,425.0,80.74742515239078
134,553.6755,11811.0,11304.0,507.0,78.89723096535556
135,556.3077,11718.0,11332.0,386.0,77.86078119349526
136,558.9389,11595.0,11193.0,402.0,77.57526560188478
137,561.5693,11448.0,10969.0,479.0,77.9036842010625
138,564.1988,11415.0,10946.0,469.0,78.77689073876593
139,566.8274,11231.0,10872.0,359.0,80.09745353553842
140,569.455,11023.0,10670.0,353.0,81.77873885592481
141,572.0818,10947.0,10566.0,381.0,83.76240975013916
142,574.7076,10822.0,10462.0,360.0,85.90377381557411
143,577.3325,10689.0,10199.0,490.0,88.06152871570902
144,579.9565,10497.0,10058.0,439.0,90.22449021695738
145,582.5796,10195.0,9791.0,404.0,92.39909978770278
146,585.2018,9937.0,9659.0,278.0,94.6146767959106
147,587.8231,9861.0,9657.0,204.0,96.9163438097968
148,590.4434,9860.0,9569.0,291.0,99.23347574054401
149,593.0628,10094.0,9715.0,379.0,101.47483668727736
150,595.6813,10419.0,10015.0,404.0,103.59077370458346
151,598.2989,10788.0,10307.0,481.0,105.52709291747503
152,600.9156,10970.0,10556.0,414.0,107.2897683511851
153,603.5313,11332.0,10890.0,442.0,108.91895551692387
154,606.1461,11613.0,11129.0,484.0,110.39420760644352
155,608.76,11565.0,11195.0,370.0,111.7025620932302
156,611.373,11614.0,11381.0,233.0,112.89265963687512
157,613.9851,11381.0,11140.0,241.0,114.00429904211117
158,616.5962,11554.0,11211.0,343.0,115.10888851296514
159,619.2064,11736.0,11334.0,402.0,116.28067527878108
160,621.8157,11754.0,11341.0,413.0,117.46305395222227
161,624.424,11499.0,11078.0,421.0,118.5645035006398
162,627.0314,11240.0,10852.0,388.0,119.535020794035
163,629.6379,11115.0,10763.0,352.0,120.31047552747242
