Data Generated by,Optosky
File Version:,1.2
标题,2407261423537 80mw 1000ms
操作员,admin
描述,20度
扫描时间,2024/7/26 14:23:53
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,14626.0,13802.0,824.0,433.3867421891074
1,195.9722,14626.0,13802.0,824.0,431.3302254230072
2,198.7144,14626.0,13802.0,824.0,428.50137620800365
3,201.4558,14626.0,13802.0,824.0,424.7039622165869
4,204.1965,14626.0,13802.0,824.0,420.20647457231246
5,206.9364,14626.0,13802.0,824.0,415.35376386705275
6,209.6757,14626.0,13802.0,824.0,409.9480303565899
7,212.4141,14626.0,13802.0,824.0,404.02058090682954
8,215.1519,14626.0,13802.0,824.0,397.47568617092924
9,217.8889,14886.0,13923.0,963.0,389.8833685775635
10,220.6251,14594.0,13746.0,848.0,382.5556223708571
11,223.3606,14500.0,13767.0,733.0,376.48521838798746
12,226.0954,14590.0,13859.0,731.0,370.65082368358554
13,228.8294,14567.0,13631.0,936.0,364.3675948815943
14,231.5626,14359.0,13501.0,858.0,354.4367307606762
15,234.2951,14271.0,13559.0,712.0,337.9048307635875
16,237.0269,14242.0,13629.0,613.0,317.3205350667763
17,239.7578,14101.0,13467.0,634.0,295.6098437021842
18,242.4881,14011.0,13497.0,514.0,277.55659234058413
19,245.2175,14047.0,13476.0,571.0,268.00125750604
20,247.9463,14019.0,13359.0,660.0,264.2839374322091
21,250.6742,14083.0,13372.0,711.0,262.451809698652
22,253.4014,14052.0,13411.0,641.0,258.39449965753465
23,256.1278,13907.0,13316.0,591.0,247.68125599167675
24,258.8534,13899.0,13278.0,621.0,232.03971388852844
25,261.5783,13841.0,13301.0,540.0,214.69803542991096
26,264.3024,13915.0,13442.0,473.0,197.83275480355064
27,267.0258,13866.0,13341.0,525.0,183.9270519498573
28,269.7483,13627.0,13116.0,511.0,172.38604156390323
29,272.4701,13775.0,13223.0,552.0,161.65798917123968
30,275.1911,13820.0,13292.0,528.0,151.25802829435113
31,277.9114,13633.0,13199.0,434.0,140.5826630337942
32,280.6308,13705.0,13198.0,507.0,129.89541153147556
33,283.3495,13761.0,13178.0,583.0,119.83401382903314
34,286.0674,13767.0,13195.0,572.0,110.50374417655816
35,288.7845,13662.0,13122.0,540.0,102.00527903559009
36,291.5008,13640.0,13181.0,459.0,94.37323708235287
37,294.2163,13766.0,13335.0,431.0,87.53428069320994
38,296.9311,13918.0,13493.0,425.0,81.53451351067088
39,299.645,13769.0,13381.0,388.0,76.42901022952451
40,302.3582,13683.0,13189.0,494.0,72.15494033307203
41,305.0706,13758.0,13258.0,500.0,68.63221986163445
42,307.7822,13793.0,13307.0,486.0,65.84653580729132
43,310.4929,13767.0,13362.0,405.0,63.73946151483745
44,313.2029,13592.0,13264.0,328.0,62.27106234375943
45,315.9121,13567.0,13088.0,479.0,61.427956625474195
46,318.6205,13491.0,13157.0,334.0,60.95502409784741
47,321.3281,13578.0,13409.0,169.0,60.67642921515126
48,324.0349,13759.0,13429.0,330.0,60.60069701351712
49,326.7409,13714.0,13340.0,374.0,60.76833801699485
50,329.4461,13625.0,13314.0,311.0,61.794509398424516
51,332.1504,13531.0,13158.0,373.0,63.855436730990256
52,334.854,13521.0,13226.0,295.0,66.78138278385862
53,337.5567,13665.0,13220.0,445.0,71.6020764970683
