Data Generated by,Optosky
File Version:,1.2
标题,2407261435549 80mw 1000ms
操作员,admin
描述,25度
扫描时间,2024/7/26 14:35:54
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,14130.0,13263.0,867.0,361.66001590340073
1,195.9722,14130.0,13263.0,867.0,358.48379133835994
2,198.7144,14130.0,13263.0,867.0,355.24294816813995
3,201.4558,14130.0,13263.0,867.0,352.08502332203875
4,204.1965,14130.0,13263.0,867.0,349.7643917963555
5,206.9364,14130.0,13263.0,867.0,348.90507720338087
6,209.6757,14130.0,13263.0,867.0,345.15615071243
7,212.4141,14130.0,13263.0,867.0,338.5079558636564
8,215.1519,14130.0,13263.0,867.0,329.2433591311438
9,217.8889,14313.0,13487.0,826.0,306.0804451154614
10,220.6251,14137.0,13381.0,756.0,287.52947526962737
11,223.3606,14052.0,13229.0,823.0,311.5487383606894
12,226.0954,14078.0,13166.0,912.0,339.8455196168309
13,228.8294,13901.0,12983.0,918.0,310.0734499286659
14,231.5626,13670.0,13017.0,653.0,261.10246179450473
15,234.2951,13696.0,13104.0,592.0,253.1573505567708
16,237.0269,13648.0,13070.0,578.0,264.12977748169914
17,239.7578,13535.0,12981.0,554.0,259.9772874080375
18,242.4881,13604.0,12947.0,657.0,248.35461938414133
19,245.2175,13555.0,12756.0,799.0,239.69351741515231
20,247.9463,13486.0,12700.0,786.0,231.27487432091243
21,250.6742,13546.0,12789.0,757.0,220.9502078747646
22,253.4014,13575.0,12806.0,769.0,210.16935611097463
23,256.1278,13376.0,12785.0,591.0,200.25719727300643
24,258.8534,13383.0,12678.0,705.0,190.98747642580486
25,261.5783,13411.0,12684.0,727.0,181.95939424853418
26,264.3024,13481.0,12864.0,617.0,173.04700900715665
27,267.0258,13339.0,12775.0,564.0,164.0331504660114
28,269.7483,13114.0,12522.0,592.0,155.02272104560058
29,272.4701,13313.0,12633.0,680.0,146.2426150486294
30,275.1911,13407.0,12734.0,673.0,137.71581714648406
31,277.9114,13270.0,12658.0,612.0,129.4583572669526
32,280.6308,13211.0,12691.0,520.0,121.52802715887523
33,283.3495,13241.0,12745.0,496.0,113.97483968574143
34,286.0674,13248.0,12662.0,586.0,106.84059930181216
