Data Generated by,Optosky
File Version:,1.2
标题,2407261403526 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 14:03:52
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,9577.0,8702.0,875.0,393.76883843870627
1,195.9722,9577.0,8702.0,875.0,391.2328960635769
2,198.7144,9577.0,8702.0,875.0,388.01027501407145
3,201.4558,9577.0,8702.0,875.0,384.0142939198814
4,204.1965,9577.0,8702.0,875.0,379.07770318994534
5,206.9364,9577.0,8702.0,875.0,373.0789947930007
6,209.6757,9577.0,8702.0,875.0,365.80649497955505
7,212.4141,9577.0,8702.0,875.0,357.07010695363067
8,215.1519,9577.0,8702.0,875.0,346.9946492624637
9,217.8889,9625.0,8747.0,878.0,335.782845684263
10,220.6251,9494.0,8699.0,795.0,323.63961704414726
11,223.3606,9414.0,8679.0,735.0,310.81581027360414
12,226.0954,9377.0,8707.0,670.0,297.39626748906755
13,228.8294,9300.0,8627.0,673.0,283.4230617718339
14,231.5626,9250.0,8537.0,713.0,269.0509656775181
15,234.2951,9273.0,8565.0,708.0,254.4237165669222
16,237.0269,9201.0,8503.0,698.0,239.69115816004134
17,239.7578,9106.0,8499.0,607.0,225.0371366598284
18,242.4881,9154.0,8487.0,667.0,210.5291700012831
19,245.2175,9091.0,8450.0,641.0,196.23101323501962
20,247.9463,9002.0,8474.0,528.0,182.35950108263336
21,250.6742,9034.0,8461.0,573.0,169.11658914472946
22,253.4014,9029.0,8421.0,608.0,156.73709552799232
23,256.1278,8973.0,8379.0,594.0,145.4443490727035
24,258.8534,8981.0,8417.0,564.0,135.18978138878597
25,261.5783,8985.0,8485.0,500.0,125.84308011268578
26,264.3024,9035.0,8548.0,487.0,117.31617406000679
27,267.0258,9022.0,8430.0,592.0,109.48264277535118
28,269.7483,8916.0,8349.0,567.0,102.2904478910815
29,272.4701,8950.0,8386.0,564.0,95.7230925311701
30,275.1911,8970.0,8402.0,568.0,89.66321427999603
31,277.9114,8903.0,8366.0,537.0,83.99797356737167
32,280.6308,8923.0,8375.0,548.0,78.69677210639765
33,283.3495,8920.0,8410.0,510.0,73.72928414583347
34,286.0674,8923.0,8459.0,464.0,69.11464417841479
35,288.7845,8865.0,8403.0,462.0,64.88169062977113
36,291.5008,8883.0,8417.0,466.0,60.94138118280379
37,294.2163,8991.0,8497.0,494.0,57.195405621169385
