Data Generated by,Optosky
File Version:,1.2
标题,2407261401375 80mw 1000ms
操作员,admin
描述,
扫描时间,2024/7/26 14:01:37
积分时间(ms),1000
激光功率(mW),80
平均次数,1
采集模式,高精采集
采样间隔,500
设备型号,ATR2500
像素个数,2048
设备序列号,20230520025
Pixel,Raman Shift,Raw,Dark,Dark Subtracted,BaseLine Subtracted
0,193.2293,14152.0,13376.0,776.0,396.877875350079
1,195.9722,14152.0,13376.0,776.0,394.6727569898775
2,198.7144,14152.0,13376.0,776.0,391.94093734481316
3,201.4558,14152.0,13376.0,776.0,388.664191890676
4,204.1965,14152.0,13376.0,776.0,384.76023839776036
5,206.9364,14152.0,13376.0,776.0,380.15785537541916
6,209.6757,14152.0,13376.0,776.0,374.7730810527078
7,212.4141,14152.0,13376.0,776.0,368.52599143569506
8,215.1519,14152.0,13376.0,776.0,361.4667044522805
9,217.8889,14380.0,13536.0,844.0,353.69068868834023
10,220.6251,14251.0,13405.0,846.0,345.2523554115575
11,223.3606,14106.0,13288.0,818.0,336.2254686370299
12,226.0954,13949.0,13207.0,742.0,326.6871485692134
13,228.8294,13868.0,13154.0,714.0,316.6963578236722
14,231.5626,13772.0,13112.0,660.0,306.36687154042625
15,234.2951,13721.0,13070.0,651.0,295.8133185047693
16,237.0269,13701.0,13096.0,605.0,285.04691737470785
17,239.7578,13664.0,13047.0,617.0,274.0591336614891
18,242.4881,13640.0,12949.0,691.0,262.85261670742295
19,245.2175,13534.0,12916.0,618.0,251.41844197008436
20,247.9463,13410.0,12901.0,509.0,239.80300311985584
21,250.6742,13352.0,12906.0,446.0,228.07562959446588
22,253.4014,13442.0,12971.0,471.0,216.25937369095146
23,256.1278,13448.0,12848.0,600.0,204.38472461275848
24,258.8534,13391.0,12842.0,549.0,192.515003052815
25,261.5783,13367.0,12858.0,509.0,180.70787976201927
26,264.3024,13392.0,12897.0,495.0,169.05898229041094
27,267.0258,13345.0,12921.0,424.0,157.66915392047008
28,269.7483,13270.0,12814.0,456.0,146.55648640321493
29,272.4701,13297.0,12765.0,532.0,135.73160733341138
30,275.1911,13245.0,12809.0,436.0,125.21639668676525
